45	191	3
45	240	3
45	248	2
45	333	1
45	374	1
46	112	1
46	200	1
46	224	1
46	249	1
47	48	1
47	53	1
47	126	1
47	228	1
47	255	1
47	262	1
47	276	1
47	281	1
47	308	1
47	309	1
48	53	1
48	126	1
48	228	1
48	255	1
48	262	1
48	276	1
48	281	1
48	308	1
48	309	1
49	89	1
49	90	1
49	124	1
49	216	1
49	251	1
50	150	1
50	218	1
50	313	1
50	323	1
50	358	1
51	52	1
51	109	1
51	127	1
51	336	1
52	108	1
52	109	1
52	111	1
52	127	2
52	310	1
52	336	1
53	126	1
53	228	1
53	255	1
53	262	1
53	276	1
53	281	1
53	308	1
53	309	1
54	101	1
54	115	1
54	133	3
54	161	1
54	187	1
54	202	3
54	222	2
54	231	2
55	315	1
55	319	1
55	329	1
55	397	1
56	172	1
56	175	1
57	60	1
57	85	1
57	102	1
57	114	1
57	128	2
57	215	1
57	220	2
57	238	1
57	245	1
57	257	1
57	280	1
57	304	1
58	71	1
58	219	1
59	77	1
59	190	1
59	240	1
59	248	1
60	85	1
60	114	1
60	128	1
60	215	1
60	220	1
60	238	1
60	245	1
61	84	1
61	197	1
61	204	1
61	265	1
61	299	1
61	362	1
61	363	1
61	376	2
62	63	1
62	143	1
62	184	1
62	199	1
62	221	1
62	286	1
62	306	1
63	143	1
63	184	1
63	199	1
63	221	1
63	286	1
63	306	1
64	116	1
64	157	1
64	223	1
64	344	1
64	352	1
65	66	1
65	70	1
65	104	1
65	136	1
65	137	1
65	196	1
65	241	1
65	360	1
65	365	1
65	388	1
66	70	1
66	104	1
66	136	1
66	137	1
66	196	1
66	241	1
66	360	1
66	365	1
66	388	1
67	130	1
67	138	2
67	158	1
67	182	1
67	291	1
67	297	1
67	335	1
67	349	1
67	372	1
67	375	1
68	119	1
68	159	1
68	205	1
68	208	1
68	357	1
68	367	1
68	380	1
69	264	2
70	104	1
70	136	1
70	137	1
70	196	1
70	241	1
70	360	1
70	365	1
70	388	1
71	219	1
72	151	1
72	152	1
72	153	1
73	103	1
73	107	1
73	129	1
73	232	1
73	243	1
73	272	1
73	332	1
74	147	1
74	156	1
74	167	1
74	171	1
74	173	1
74	174	1
74	193	1
74	194	1
75	140	1
75	141	1
75	163	1
75	252	1
76	77	1
76	86	1
76	99	1
76	191	1
76	240	1
76	248	1
76	333	1
77	80	2
77	81	2
77	82	2
77	86	1
77	98	1
77	99	1
77	169	2
77	188	1
77	190	1
77	191	3
77	240	3
77	248	2
77	333	1
77	374	1
78	217	1
78	289	1
78	339	1
78	340	1
79	91	1
79	120	1
79	162	1
79	273	1
79	311	1
79	318	1
79	396	1
80	81	3
80	82	2
80	98	1
80	169	3
80	188	1
80	191	2
80	240	1
80	374	1
81	82	2
81	98	1
81	169	3
81	188	1
81	191	2
81	240	1
81	374	1
82	98	1
82	169	2
82	188	1
82	191	2
82	240	1
82	374	1
83	142	1
84	197	1
84	204	1
84	362	1
84	376	1
85	87	1
85	114	1
85	128	1
85	215	1
85	220	2
85	238	1
85	245	1
86	99	1
86	191	1
86	240	1
86	248	1
86	333	1
87	220	1
88	102	1
88	128	1
88	220	1
88	277	1
88	280	1
89	90	2
89	124	2
89	216	2
89	251	2
90	124	2
90	216	2
90	251	2
91	120	1
91	162	1
91	273	1
91	311	1
91	318	1
91	396	1
92	121	1
92	155	1
92	178	2
92	195	2
92	229	2
92	260	2
92	324	3
92	331	1
92	359	1
93	253	1
93	268	1
93	275	1
93	278	1
93	294	1
93	321	1
93	377	1
94	106	1
94	123	1
94	166	1
94	168	1
94	177	1
94	180	1
94	185	1
94	250	1
94	284	1
95	122	2
95	146	2
95	207	2
95	267	1
95	353	2
95	379	1
95	382	2
95	392	3
95	393	3
96	131	1
96	226	1
96	242	1
96	244	1
97	132	1
97	203	1
97	298	1
97	317	1
97	320	1
97	391	1
98	169	1
98	188	1
98	191	1
98	374	1
99	191	1
99	240	1
99	248	1
99	333	1
100	110	1
100	270	1
100	282	1
100	301	1
100	305	1
101	133	1
101	202	1
101	222	1
101	231	1
102	128	2
102	220	3
102	227	1
102	257	2
102	277	1
102	280	2
102	303	1
102	304	2
103	107	1
103	129	1
103	232	1
103	243	1
103	272	1
103	332	1
104	136	1
104	137	1
104	196	1
104	241	1
104	360	1
104	365	1
104	388	1
105	209	1
105	345	1
105	348	1
105	354	1
105	373	1
106	123	1
106	166	1
106	168	1
106	177	1
106	180	1
106	185	1
106	250	1
106	284	1
107	129	1
107	232	1
107	243	1
107	272	1
107	332	1
108	111	3
108	127	3
108	214	1
108	247	1
108	310	1
109	127	1
109	336	1
110	270	1
110	282	1
110	301	1
110	305	1
111	127	3
111	214	1
111	247	1
111	310	1
112	200	2
112	224	2
112	249	2
113	288	1
113	293	1
113	302	1
113	355	1
113	381	1
114	128	1
114	215	1
114	220	1
114	238	1
114	245	1
115	133	1
115	187	1
115	202	1
116	157	1
116	223	1
116	344	1
116	352	1
117	135	1
117	144	1
117	160	2
117	295	1
117	342	1
117	343	1
117	346	1
117	350	1
117	390	1
118	213	3
118	230	1
118	239	3
118	254	2
118	285	3
119	159	1
119	205	1
119	208	1
119	357	1
119	367	1
119	380	1
120	162	1
120	273	1
120	311	1
120	318	1
120	396	1
121	155	1
121	178	1
121	195	1
121	229	1
121	260	1
121	324	1
121	359	1
122	146	2
122	207	2
122	353	2
122	379	1
122	382	1
122	392	2
122	393	2
123	166	1
123	168	1
123	177	1
123	180	1
123	185	1
123	250	1
123	284	1
124	216	2
124	251	2
125	154	1
125	186	1
125	192	1
125	234	1
126	228	1
126	255	1
126	262	1
126	276	1
126	281	1
126	308	1
126	309	1
127	214	1
127	237	1
127	247	1
127	310	1
127	336	3
128	215	1
128	220	3
128	238	1
128	245	1
128	257	1
128	277	1
128	280	2
128	304	1
129	232	1
129	243	1
129	272	1
129	332	1
130	138	1
130	158	1
130	335	1
130	372	1
130	375	1
131	226	1
131	242	1
131	244	1
132	203	1
132	298	1
132	317	1
132	320	1
132	391	1
133	161	1
133	187	1
133	202	3
133	222	2
133	231	2
134	148	1
134	287	1
134	328	1
134	334	1
134	337	1
134	338	1
135	144	1
135	160	1
135	346	1
136	137	1
136	196	1
136	241	1
136	360	1
136	365	1
136	388	1
137	196	1
137	241	1
137	360	1
137	365	1
137	388	1
138	158	1
138	182	1
138	291	1
138	297	1
138	335	1
138	349	1
138	372	1
138	375	1
139	170	1
139	225	1
139	243	1
139	258	1
139	261	1
140	141	1
140	163	1
140	252	1
141	163	1
141	252	1
143	184	1
143	199	1
143	221	1
143	286	1
143	306	1
144	160	1
144	346	1
145	160	1
145	183	1
145	210	1
145	233	1
145	316	1
145	327	1
145	347	1
145	371	1
146	207	2
146	353	2
146	379	1
146	382	1
146	392	2
146	393	2
147	156	1
147	167	1
147	171	1
147	173	1
147	174	1
147	193	1
147	194	1
148	287	1
148	328	1
148	334	1
148	337	1
148	338	1
149	176	1
149	179	1
149	181	1
149	269	1
149	271	1
149	283	1
149	290	1
149	325	1
150	313	1
151	152	1
151	153	1
152	153	1
153	246	1
154	186	1
154	192	1
154	234	1
155	178	1
155	195	1
155	229	1
155	260	1
155	324	1
155	359	1
156	167	1
156	171	1
156	173	1
156	174	1
156	193	1
156	194	1
157	223	1
157	344	1
157	352	1
158	335	1
158	372	1
158	375	1
159	205	1
159	208	1
159	357	1
159	367	1
159	380	1
160	183	1
160	210	1
160	233	1
160	295	1
160	316	1
160	327	1
160	342	1
160	343	1
160	346	1
160	347	1
160	350	1
160	371	1
160	390	1
161	202	1
161	222	1
161	231	1
162	273	1
162	311	1
162	318	1
162	396	1
163	252	1
164	292	1
164	307	1
164	313	1
165	263	1
165	266	1
165	330	1
166	168	1
166	177	1
166	180	1
166	185	1
166	250	1
166	284	1
167	171	1
167	173	1
167	174	1
167	193	1
167	194	1
168	177	1
168	180	1
168	185	1
168	250	1
168	284	1
169	188	1
169	191	2
169	240	1
169	374	1
170	225	1
170	243	1
170	258	1
170	261	1
171	173	1
171	174	1
171	193	1
171	194	1
172	175	1
173	174	1
173	193	1
173	194	1
174	193	1
174	194	1
176	179	1
176	181	1
176	269	1
176	271	1
176	283	1
176	290	1
176	325	1
177	180	1
177	185	1
177	250	1
177	284	1
178	195	2
178	229	2
178	260	2
178	324	2
178	359	1
179	181	2
179	269	1
179	271	1
179	283	2
179	290	2
179	322	1
179	325	2
179	395	1
180	185	1
180	250	1
180	284	1
181	269	1
181	271	1
181	283	2
181	290	2
181	322	1
181	325	2
181	395	1
182	291	1
182	297	1
182	349	1
183	210	1
183	233	1
183	316	1
183	327	1
183	347	1
183	371	1
184	199	1
184	221	1
184	286	1
184	306	1
185	250	1
185	284	1
186	192	1
186	234	1
187	202	1
188	191	1
188	374	1
189	274	1
189	279	1
190	240	1
190	248	1
191	240	2
191	248	1
191	333	1
191	374	1
192	234	1
193	194	1
195	229	2
195	260	2
195	324	2
195	359	1
196	241	1
196	360	1
196	365	1
196	388	1
197	204	1
197	362	1
197	376	1
198	314	1
198	341	1
198	364	1
198	378	1
198	384	1
198	389	1
198	394	1
199	221	1
199	286	1
199	306	1
200	224	2
200	249	2
201	206	1
201	211	1
201	212	1
201	351	1
201	361	1
201	369	1
202	222	2
202	231	2
203	298	1
203	317	1
203	320	1
203	391	1
204	362	1
204	376	1
205	208	1
205	357	1
205	367	1
205	380	1
206	211	1
206	212	1
206	351	1
206	361	1
206	369	1
207	353	2
207	379	1
207	382	1
207	392	2
207	393	2
208	357	1
208	367	1
208	380	1
209	345	1
209	348	1
209	354	1
209	373	1
210	233	1
210	316	1
210	327	1
210	347	1
210	371	1
211	212	1
211	351	1
211	361	1
211	369	1
212	351	1
212	361	1
212	369	1
213	230	1
213	239	3
213	254	2
213	285	3
214	247	1
215	220	1
215	238	1
215	245	1
216	251	2
217	289	1
217	339	1
217	340	1
218	323	1
218	358	1
220	227	1
220	238	1
220	245	1
220	257	2
220	277	1
220	280	2
220	303	1
220	304	2
221	286	1
221	306	1
222	231	2
223	344	1
223	352	1
224	249	2
225	243	1
225	258	1
225	261	1
226	242	1
226	244	1
227	257	1
227	303	1
227	304	1
228	255	1
228	262	1
228	276	1
228	281	1
228	308	1
228	309	1
229	260	2
229	324	2
229	359	1
230	239	1
230	285	1
232	243	1
232	272	1
232	332	1
233	316	1
233	327	1
233	347	1
233	371	1
235	256	1
235	259	1
235	300	1
235	312	1
235	326	1
235	387	1
236	356	1
236	366	1
236	368	1
236	370	1
236	386	1
237	336	1
238	245	1
239	254	2
239	285	3
240	248	2
240	333	1
241	360	1
241	365	1
241	388	1
242	244	1
243	258	1
243	261	1
243	272	1
243	332	1
248	333	1
250	284	1
253	268	1
253	275	1
253	278	1
253	294	1
253	321	1
253	377	1
254	285	2
255	262	1
255	276	1
255	281	1
255	308	1
255	309	1
256	259	1
256	300	1
256	312	1
256	326	1
256	387	1
257	280	1
257	303	1
257	304	2
258	261	1
259	300	1
259	312	1
259	326	1
259	387	1
260	324	2
260	359	1
262	276	1
262	281	1
262	308	1
262	309	1
263	266	1
263	330	1
265	299	1
265	363	1
265	376	1
266	330	1
267	382	1
267	392	1
267	393	1
268	275	1
268	278	1
268	294	1
268	321	1
268	377	1
269	271	1
269	283	1
269	290	1
269	325	1
270	282	1
270	301	1
270	305	1
271	283	1
271	290	1
271	325	1
272	332	1
273	311	1
273	318	1
273	396	1
274	279	1
275	278	1
275	294	1
275	321	1
275	377	1
276	281	1
276	308	1
276	309	1
277	280	1
278	294	1
278	321	1
278	377	1
280	304	1
281	308	1
281	309	1
282	301	1
282	305	1
283	290	2
283	322	1
283	325	2
283	395	1
286	306	1
287	328	1
287	334	1
287	337	1
287	338	1
288	293	1
288	302	1
288	355	1
288	381	1
289	339	1
289	340	1
290	322	1
290	325	2
290	395	1
291	297	1
291	349	1
292	307	1
292	313	1
293	302	1
293	355	1
293	381	1
294	321	1
294	377	1
295	342	1
295	343	1
295	350	1
295	390	1
296	383	1
296	385	1
297	349	1
298	317	1
298	320	1
298	391	1
299	363	1
299	376	1
300	312	1
300	326	1
300	387	1
301	305	1
302	355	1
302	381	1
303	304	1
307	313	1
308	309	1
311	318	1
311	396	1
312	326	1
312	387	1
314	341	1
314	364	1
314	378	1
314	384	1
314	389	1
314	394	1
315	319	1
315	329	1
315	397	1
316	327	1
316	347	1
316	371	1
317	320	1
317	391	1
318	396	1
319	329	1
319	397	1
320	391	1
321	377	1
322	325	1
322	395	1
323	358	1
324	331	1
324	359	1
325	395	1
326	387	1
327	347	1
327	371	1
328	334	1
328	337	1
328	338	1
329	397	1
334	337	1
334	338	1
335	372	1
335	375	1
337	338	1
339	340	1
341	364	1
341	378	1
341	384	1
341	389	1
341	394	1
342	343	1
342	350	1
342	390	1
343	350	1
343	390	1
344	352	1
345	348	1
345	354	1
345	373	1
347	371	1
348	354	1
348	373	1
350	390	1
351	361	1
351	369	1
353	379	1
353	382	1
353	392	2
353	393	2
354	373	1
355	381	1
356	366	1
356	368	1
356	370	1
356	386	1
357	367	1
357	380	1
360	365	1
360	388	1
361	369	1
362	376	1
363	376	1
364	378	1
364	384	1
364	389	1
364	394	1
365	388	1
366	368	1
366	370	1
366	386	1
367	380	1
368	370	1
368	386	1
370	386	1
372	375	1
378	384	1
378	389	1
378	394	1
379	392	1
379	393	1
382	392	2
382	393	2
383	385	1
384	389	1
384	394	1
389	394	1
392	393	3
